event_id,iris_ground_truth
cc063d7e-a387-49fa-bf5c-82131e52956b,versicolor
a8935601-1d96-4a77-99c0-0b3222981f0f,versicolor
19fb211c-ef4e-4a6b-8fbf-2e76e37d3cca,virginica
0f7b0321-838c-499c-b43b-614b8358185b,versicolor
849404d8-e725-43fb-8ebc-70542f2508f7,versicolor
7fce93de-c229-4c5e-9698-0edad8982e41,versicolor
84a3a873-77e4-4a06-b315-2e71388f124b,setosa
126d5a41-3ddd-4acf-8719-ea5f9bc85677,versicolor
e242b7e8-6cf6-47d4-ae21-f871ebd652fb,versicolor
80117d86-017b-4fa3-aadd-c54088261a17,versicolor
376e0a9a-d797-4e5c-837e-31381fb7a50c,versicolor
bee01f20-3872-43ad-b62b-7260c2a9ed07,versicolor
7660b5c0-e0bc-4f06-b371-29f0eddf69d0,versicolor
f4b9b598-27c7-467e-9923-820cf76441ad,versicolor
e28c7cdb-ce58-4833-8ce6-60214129a617,versicolor
6a8ad26a-18eb-420d-a459-42c198496084,versicolor
b0316d79-6456-4760-b438-b1257283abe6,versicolor
19f925bf-bb2d-4498-9e2e-5d3dff2eb799,versicolor
3b447eef-9e74-485e-a9a4-88e073167071,versicolor
f51b7ee3-c80d-494d-9158-3a1da3c83d1d,versicolor
e202f735-0b9c-40f9-9c61-c75c7ae52e56,setosa
57a7ee75-32a2-487d-a829-7af2c4e41612,versicolor
a724ebbf-21bf-4ed4-8e46-e425e518445f,versicolor
9cdee505-a328-4d66-9c53-340baabe536b,versicolor
5b74b641-def8-44d4-8f07-7992eb936a17,versicolor
f138f321-90d1-44ce-a35d-a9b01e19ff77,setosa
ad0ff7a8-a512-4a81-8be9-76c1eabeae8b,versicolor
704742b7-4672-458e-8323-6fc398b11a7d,virginica
29f9e5f3-ebd5-408d-a883-c94c70231499,versicolor
8ee733e3-362c-4398-8173-e5fcab3cf14d,versicolor
62ab37da-5875-43f9-9a29-a98743c46eb4,versicolor
8fdcb20b-5af1-4461-bc8f-89a30072d7f3,versicolor
8d303efa-2575-42ed-9b01-70ebe804dce3,virginica
38069da2-afa8-45c7-9fd4-ff9946414c44,versicolor
ad4079e1-f66e-4f0e-8c64-834671d6e69a,virginica
5bf44438-a20a-44ac-bbeb-33e2d1045660,versicolor
4063e83f-a6fa-4172-8730-4fddde259a6f,virginica
511f9caa-0269-4c76-a7d3-962b149200db,versicolor
d7d22b93-d872-43ce-8618-83e3e4112f21,versicolor
1586ceb6-1219-4311-9dac-bb381c615398,versicolor
b004991b-6a90-4e85-8c6c-887f1e83f4e6,versicolor
7a6bd042-4943-4263-be82-0b330d5e1e98,virginica
53a35b05-0e0b-4f4a-af5b-364fe2d01920,versicolor
e64a65cc-dce1-46df-ac9c-6c8eaae59180,versicolor
c97f1b57-52e8-4cb0-a876-67ef18e21b81,virginica
3d48a8f0-c1c9-499a-b893-01c2bf97d497,virginica
d426599e-f3a2-40e5-9c16-5d0be17dc7d1,versicolor
c544ece9-08a3-4bd7-b494-99526bdc164f,versicolor
39d52c51-0fe0-4855-ba86-a0cff63e4c78,versicolor
aa4d3cfd-45f4-41e9-8ff4-f6d8294fb6ec,virginica
5867ac62-0a78-4c91-b714-69a910812c7e,versicolor
383422fd-47d5-43a8-aed9-dbbc80ec73d4,versicolor
9ad28dab-76bf-4ec0-826a-45a15c806972,versicolor
ff5a7cc8-cf0d-4bc4-8cdf-8e6f059e1501,versicolor
e4539792-7868-407f-bc89-6d5293e4f2ca,versicolor
a84fd7d6-0c9e-4d4f-a533-14bb27c9d834,versicolor
03c12f33-5992-4e81-924e-6455c6838632,versicolor
8971ac8d-5116-43a3-a2b7-9003af0eed7a,versicolor
43a70e09-1547-49d8-8118-7fd84ffe624c,virginica
c7b7e907-0327-4ef0-8c4d-1d01e50fd367,versicolor
6c1ce31d-cd87-479a-b380-dcfb025f70f5,versicolor
d6152d55-b03f-4976-a284-4febd72b6980,versicolor
a3ad32d6-b76f-418e-a588-e262231a5417,versicolor
86ec107f-0add-406c-994f-447ef2ccb7e9,virginica
3d220255-24a1-4e4d-b459-90e71abb5752,versicolor
3455e919-c8ab-4d43-a1e8-92ce19a07e68,versicolor
a10ce9d5-7819-4743-aeef-381292a4beba,versicolor
a8ec3577-e59a-42f4-a10b-02858a140435,virginica
a02265e2-6740-4a86-8c7e-d9db07b7df33,versicolor
ff04d355-9b2b-40c2-8094-209130dd12f7,versicolor
4f2e431d-afa1-4c66-b17a-70116457bd4b,versicolor
c3869244-3998-444c-95cc-4ce0161f34ad,virginica
bfb3a608-7613-4455-8a04-6509dd549f09,versicolor
4dd0663b-05ac-458c-85ee-7400d79a2826,versicolor
a9aa7ed8-5512-4fd5-a491-2956f04c2c3b,versicolor
85f35687-a72b-46b2-969d-aac8b91ca042,setosa
729ffebc-762f-41bc-a168-c61d7396fc3f,setosa
